id,IMDb,title,genres,overview
4592,802217,8-Bit Christmas,Comedy,"In suburban Chicago during the late 1980s, ten-year-old Jake Doyle embarks on a herculean quest to get the latest and greatest video game system for Christmas."
4593,756681,Veneciafrenia,Horror,"When a group of young Spanish tourists travel to Venice for a bachelorette party, they are met by angry locals who are not keen on foreigners and soon they find themselves fighting for their lives."
4594,506528,Harriet,Drama,"The extraordinary tale of Harriet Tubman's escape from slavery and transformation into one of America's greatest heroes. Her courage, ingenuity and tenacity freed hundreds of slaves and changed the course of history."
4595,603206,Dream Horse,"Comedy,Drama","The inspiring true story of Dream Alliance, an unlikely race horse bred by small town bartender, Jan Vokes. With very little money and no experience, Jan convinces her neighbors to chip in their meager earnings to help raise Dream and compete with the racing elites. Their investment pays off as Dream rises through the ranks and becomes a beacon of hope in their struggling community."
4596,485296,Redbad,"Adventure,Drama","In the year of 754 AD, during a time of epic battles and bloodshed, the legend of the pagan warrior king, Rebad, is born, but so is a new weapon against his people: Christianity. Redbad must ultimately unite a Viking army powerful enough to defeat the seemingly invincible Franks."
4597,631939,The Legion,"Adventure,Action","Noreno, a half-Roman, is entrusted with the mission of crossing the snowy mountains of Armenia, swarming with Parthian patrols, to seek help for his slowly dying men."
4598,1073337,10 Days of a Good Man,"Crime,Drama","A lawyer turned private investigator takes on a missing person case, propelling him on an unexpected and life-altering quest."
4599,602797,Hot Gimmick: Girl Meets Boy,"Drama,Romance","A quiet teen's life is shaken up when she's forced to be her arrogant neighbor's slave. He loves her, but they both have a lot to learn about trust."
4600,1117061,Hugot,"Drama,Crime","A basketball player, turns to drug peddling and gambling to earn more. When he realizes his path endangers not just his life but the people he loves, it's already too late."
4601,719825,Affair 2,"Drama,Romance","Couple Soo-ji and Sang-min, who once lived next door, and Soo-yeon who experienced having an affair, spends a moment of confusion due to Soo-ji's sudden death, and now lives a normal life with her husband Dong-seok.  Then one day, Dong-seok gets into a parking dispute with Mi-ran, a newly-married couple who moved next door, and Soo-yeon is embarrassed to learn that Mi-ran is the female junior who once had lesbian tendencies towards her in college.  Two couples living next door and getting close.  Unlike before, Mi-ran has become a lawyer and ignores Soo-yeon. Soo-yeon gets angry. Meanwhile, Soo-yeon found out that Mi-ran's husband, Seok-ho, is a stay at home husband, and Soo-yeon who is in the same situation is attracted to him."
4602,785538,7 Prisoners,Drama,An impoverished teen seeking to escape the clutches of a human trafficker must weigh living up to his moral code against his struggle to survive.
4603,611207,The Knight Before Christmas,"Comedy,Romance",A medieval English knight is magically transported to present day where he ends up falling for a high school science teacher.
4604,608195,Ghosts of War,"Horror,Thriller",A group of World War II American soldiers encounter a supernatural enemy as they occupy a French castle previously under Nazi control.
4605,471474,Batman: Gotham by Gaslight,"Thriller,Action,Animation,Science Fiction","In an alternative Victorian Age Gotham City, Batman begins his war on crime while he investigates a new series of murders by Jack the Ripper."
4606,772272,Tall Girl 2,"Comedy,Romance","After Jodi Kreyman gains popularity, her miscommunications start causing rifts with those around her and now she really needs to ""stand tall""."
4607,606236,Family Swap,Comedy,"Husband does not understand his wife? Conflict with children? Do you want to be heard and stood in your place? Be afraid of your desires. In this family, everything changed places, including grandmother."
4608,351044,Welcome to Marwen,"Animation,Drama,Comedy","When a devastating attack shatters Mark Hogancamp and wipes away all memories, no one expected recovery. Putting together pieces from his old and new life, Mark meticulously creates a wondrous town named Marwen where he can heal and be heroic. As he builds an astonishing art installation — a testament to the most powerful women he knows — through his fantasy world, he draws strength to triumph in the real one."
4609,469274,Nicky Larson and the Cupid's Perfume,"Adventure,Comedy","Nicky Larson is tasked to recover the perfume of Cupid, a perfume that would make anyone who uses it irresistible."
4610,937046,L'oubliée d'Amboise,Crime,"A violinist is found dead not far from the tomb of DaVinci, in a suspicious position. Captain of the Orléans research section, Alban Dutertre teams up with Officer Bérénice Amarillo. Alban and Bérénice will have to solve the puzzle."
4611,48693,The Mother and the Whore,"Drama,Romance,Comedy","Aimless young Alexandre juggles his relationships with his girlfriend, Marie, and a casual lover named Veronika. Marie becomes increasingly jealous of Alexandre's fling with Veronika and as the trio continues their unsustainable affair, the emotional stakes get higher, leading to conflict and unhappiness."
4612,1039627,L.O.L. Surprise! Winter Fashion Show,Animation,The collection with which Neonlicious was to make her debut mysteriously disappears. Now you have to use all your creativity and improvise new designs for the big parade!
4613,664168,Fat Ass Zombies,"Horror,Comedy","In a sleepy town, one man, a wannabe horror film director is about to have his life and the world he knows change forever. Finally, he gets the big break he has been waiting a lifetime for, but its not Hollywood knocking on his door."
4614,8987,The River Wild,"Adventure,Thriller","Gail and Tom Hartman are struggling to stay together and decide to take a white-water rafting holiday adventure in Montana for their son Roarke's 10th birthday, only to meet up with a pair of mysterious men whose desperation grows, turning their vacation into a nightmare."
4615,778814,Daisy Quokka: World’s Scariest Animal,"Animation,Comedy","When an unbearably adorable, eternally optimistic Quokka named Daisy wants to achieve the impossible – to win the annual ‘World’s Scariest Animal’ championship, she enlists the guidance of a washed-up, former champion, a grouchy Saltwater Crocodile, to help her achieve her dreams and prove that champions can come in all sizes."
4616,549514,Fatale,"Drama,Thriller","After a one-night stand, a successful married man finds himself entangled and tricked in a female detective's latest investigation murder scheme."
4617,309886,Blood Father,"Action,Thriller,Drama",An ex-con reunites with his estranged wayward 16-year old daughter to protect her from drug dealers who are trying to kill her.
4618,391714,On Chesil Beach,"Drama,Romance","In 1962 England, a young couple finds their idyllic romance colliding with issues of sexual freedom and societal pressure, leading to an awkward and fateful wedding night."
4619,2061,Pusher,"Action,Crime,Drama,Thriller",A drug pusher grows increasingly desperate after a botched deal leaves him with a large debt to a ruthless drug lord.
4620,750253,My Son,"Thriller,Crime,Drama","When a man's only son goes missing, he travels to the town where his ex-wife lives in search of answers. To play a man whose life is clouded by mystery, McAvoy will not be given a script of dialogue."
4621,857702,LEGO Star Wars Terrifying Tales,"Animation,Science Fiction,Comedy,Action,Horror","Poe Dameron and BB-8 must face the greedy crime boss Graballa the Hutt, who has purchased Darth Vader’s castle and is renovating it into the galaxy’s first all-inclusive Sith-inspired luxury hotel."
4622,663870,Riders of Justice,"Action,Comedy,Drama","Markus returns home to care for his daughter when his wife dies in a tragic train accident. However, when a survivor of the wreck surfaces and claims foul play, Markus suspects his wife was murdered and embarks on a mission to find those responsible."
4623,9009,Dark Water,Horror,"Dahlia Williams and her daughter Cecelia move into a rundown apartment on New York's Roosevelt Island. Dahlia is in the midst of divorce proceedings, and the apartment, though near an excellent school for her daughter, is all she can afford. From the time she arrives, there are mysterious occurrences—and there is a constant drip from the ceiling in her daughter's bedroom…"
4624,557946,Last Looks,"Action,Crime,Thriller","A disgraced ex-cop seeks solace by moving to the woods, but his quiet life comes to an end when a private eye recruits him to investigate the murder of an eccentric TV star's wife."
4625,898308,Darby and the Dead,Comedy,"After Darby Harper suffered a near-death experience as a child, she gained the ability to see ghosts. To combat the existential boredom of high school, she runs a side business counseling local spirits in her spare time. When an unexpected occurrence happens between Darby and Capri, the most popular girl at her high school, Darby reluctantly agrees to help her and in the process learns how to fit in with the living world again."
4626,14029,Demons,Horror,"A group of people are trapped in a West Berlin movie theater infested with ravenous demons who proceed to kill and possess the humans one-by-one, thereby multiplying their numbers."
4627,237,Young Adam,"Drama,Thriller,Crime,Romance",A young drifter working on a river barge disrupts his employers' lives while hiding the fact that he knows more about a dead woman found in the river than he admits.
4628,42297,Burlesque,"Drama,Romance","Ali leaves behind a troubled life and follows her dreams to Los Angeles, where she lands a job as a cocktail waitress at the Burlesque Lounge, a once-majestic theater that houses an inspired musical revue. Vowing to perform there, she makes the leap from bar to stage, helping restore the club's former glory."
4629,722778,The Hand of God,Drama,"In 1980s Naples, Italy, an awkward Italian teen struggling to find his place experiences heartbreak and liberation after he's inadvertently saved from a freak accident by football legend Diego Maradona."
4630,2517,Nobody Knows,Drama,"In a small Tokyo apartment, twelve-year-old Akira must care for his younger siblings after their mother leaves them and shows no sign of returning."
4631,846250,Fire Island,"Comedy,Romance",A pair of best friends set out to have a legendary week-long summer vacation with the help of cheap rosé and a group of eclectic friends.
4632,415010,Ravenous,"Horror,Drama,Science Fiction","In an isolated rural community of Quebec, Canada, some inhabitants attack other people, hungry for human flesh. A few survivors gather and go deep into the forest to escape them."
4633,297021,What's Going On With My Sister,"Comedy,Romance","Mitsuki and Yuya become stepsister and stepbrother because of their parents' marriage. Mitsuki can't get along with her new family and Yuya doesn't know how to approach his new stepsister. One day, Mitsuki becomes possessed by the spirit of Hiyori.  Hiyori likes Yuya and believes Yuya can help her get to heaven. Hiyori places a leather chastity belt upon on Mitsuki and a plan takes place to help send Hiyori to heaven."
4634,852401,Sex Girl 12,"Drama,Romance","Two men love one woman. Seo-yeon chooses who to have a relationship with, every time. Jin-woo and Dong-hyeon competes with Seo-yeon's attention, but she doesn't think the setup is strange. Actually, there is a reason why she doesn't want to choose between the two. Who will win Seo-yeon's love in the end? The unending love story between the three is just beginning."
4635,480881,Let There Be Light,Drama,An atheist goes through a near-death experience in an auto accident before converting to Christianity.
4636,21531,Barking Dogs Never Bite,"Comedy,Crime,Drama",An idle part-time college lecturer is annoyed by the yapping sound of a nearby dog. He decides to take drastic action.
4637,15873,The Bridge at Remagen,Action,"In March of 1945, as the War in Europe is coming to a close, fighting erupts between German and American troops at the last remaining bridgehead across the Rhine."
4638,401561,Mom and Dad,"Thriller,Horror,Comedy","In a suburban community, moms and dads, one after the other, mysteriously feel the irresistible impulse to attack and kill their own offspring."
4639,413362,"Roman J. Israel, Esq.","Drama,Crime,Thriller","Hard-nosed liberal lawyer Roman J. Israel has been fighting the good fight forever while others take the credit. When his partner – the firm's frontman – has a heart attack, Israel suddenly takes on that role. He soon discovers some unsettling truths about the firm – truths that conflict with his values of helping the poor and dispossessed – and finds himself in an existential crisis that leads to extreme actions."
4640,695932,We Made a Beautiful Bouquet,"Romance,Drama","Two people meet each other after missing the last train home, leading to a beautiful relationship over five years."
4641,663260,Black Box,"Thriller,Drama","Matthieu is a young and talented black box analyst on a mission to solve the reason behind the deadly crash of a brand new aircraft. Yet, when the case is closed by authorities, Matthieu cannot help but sense there is something wrong with the evidence. As he listens to the tracks again, he starts detecting some seriously disturbing details. Could the tape have been modified? Going against his boss' orders, Matthieu begins his own rogue investigation - an obsessional and dangerous quest for truth that will quickly threaten far more than his career..."
4642,302528,Remember,"Drama,Thriller","With the aid of a fellow Auschwitz survivor and a hand-written letter, an elderly man with dementia goes in search of the person responsible for the death of his family."
4643,12779,Swept Away,"Comedy,Romance","Stranded and alone on a desert island during a cruise, a spoiled rich woman and a deckhand fall in love and make a date to reunite after their rescue."
4644,16198,My Neighbors the Yamadas,Animation,"The Yamadas are a typical middle class Japanese family in urban Tokyo and this film shows us a variety of episodes of their lives. With tales that range from the humorous to the heartbreaking, we see this family cope with life's little conflicts, problems, and joys in their own way."
4645,785457,Afterlife of the Party,"Comedy,Drama",A social butterfly who dies during her birthday week is given a second chance to right her wrongs on Earth.
4646,11087,The Hand that Rocks the Cradle,"Drama,Thriller","A suburban family chooses seemingly sweet Peyton Flanders as their newborn's nanny. Only much later does the infant's mother, Claire Bartel, realize Peyton's true intentions -- to destroy Claire and replace her in the family. The nail-biting suspense builds quickly in this chilling psychological thriller about deception and bitter revenge."
4647,727293,The Tender Bar,Drama,"JR is a fatherless boy growing up in the glow of a bar where the bartender, his Uncle Charlie, is the sharpest and most colorful of an assortment of quirky and demonstrative father figures. As the boy’s determined mother struggles to provide her son with opportunities denied to her — and leave the dilapidated home of her outrageous if begrudgingly supportive father — JR begins to gamely, if not always gracefully, pursue his romantic and professional dreams, with one foot persistently placed in Uncle Charlie’s bar."
4648,10502,The Man Without a Face,Drama,"Justin McLeod is a former teacher who lives as a recluse on the edge of town after his face is disfigured from an automobile accident ten years earlier, in which a boy was incinerated--and for which he was convicted of involuntary manslaughter. Also suspected of being a paedophile, he is befriended by Chuck, causing the town's suspicions and hostility to be ignited."
4649,968,Dog Day Afternoon,"Crime,Drama,Thriller","Based on the true story of would-be Brooklyn bank robbers John Wojtowicz and Salvatore Naturale. Sonny and Sal attempt a bank heist which quickly turns sour and escalates into a hostage situation and stand-off with the police. As Sonny's motives for the robbery are slowly revealed and things become more complicated, the heist turns into a media circus."
4650,839678,Unhuman,"Horror,Comedy","After their school bus crashes, a group of high school students is thrown into a terrifying fight for survival as they try to take down a group of unhuman savages… before they kill each other first."
4651,412988,The Happytime Murders,"Action,Comedy,Crime","In a world where human beings and puppets live together, when the members of the cast of a children's television show aired during the 1990s begin to get murdered one by one, puppet Phil Philips, a former LAPD detective who fell in disgrace and turned into a private eye, takes on the case at the request of his old boss in order to assist detective Edwards, who was his partner in the past."
4652,339,Night on Earth,"Comedy,Drama",An anthology of 5 different cab drivers in 5 American and European cities and their remarkable fares on the same eventful night.
4653,536869,Cats,"Comedy,Drama",A tribe of cats called the Jellicles must decide yearly which one will ascend to the Heaviside Layer and come back to a new Jellicle life.
4654,499,Cléo from 5 to 7,Drama,"Agnès Varda eloquently captures Paris in the sixties with this real-time portrait of a singer set adrift in the city as she awaits test results of a biopsy. A chronicle of the minutes of one woman’s life, Cléo from 5 to 7 is a spirited mix of vivid vérité and melodrama, featuring a score by Michel Legrand and cameos by Jean-Luc Godard and Anna Karina."
4655,723355,The Girl Next Door 3,Romance,"Young-soo goes to the rooftop to smoke, and sees Eun-young, a student in front of the laundry. Young-soo puts emotions of love in her heart in the shape of pure Eun-young. Eun-young has a school meeting, so she asks one in front of her to take the goods, and Eun-young goes to say thank you to Ha-na on her way home. Amazed by the moan through the porch, Eun-young opens the door to her curiosity and sees Ha-na and Young-soo having sex on the sofa, and feels a strange feeling. He stutters his body unknowingly. From then on, he suffers from the sound of sex in his head...  Meanwhile, one of the winners of the 4-person family pension tells Eun-young, who is in front of her, to go to the pension when it's time. Thanks to Ha-na, Young-soo, Eun-young, and Jae-suk go on a trip and have a very sweet and sweet love. Enjoying sex in different and unique ways at Pensions... Four people enjoying a vacation while making good memories..."
4656,506281,The World to Come,"Romance,Drama","In 1856, two women forge a close connection despite their isolation on the American frontier."
4657,8688,Snake Eyes,"Thriller,Crime","All bets are off when shady homicide cop Rick Santoro witnesses a murder during a boxing match. It's up to him and lifelong friend, Naval intelligence agent Kevin Dunne to uncover the conspiracy behind the killing. At every turn, Santoro makes increasingly shocking discoveries that even he can't turn a blind eye to."
4658,359784,Maudie,"Drama,Romance",Canadian folk artist Maud Lewis falls in love with a fishmonger while working for him as a live-in housekeeper.
4659,848987,Days of Happiness,Drama,"Emma, a talented conductor and rising star on the Montreal scene, has a complicated relationship with her father and agent Patrick. She has to face up to her emotions and decide whether she wants to successfully combine her career with her love affair with Naëlle, a recently separated cellist and mother of a young son."
4660,665828,Bigbug,"Science Fiction,Comedy","Set in the world of 2045, where communities have robotic helpers, a group of suburbanites are locked in for their protection by their household robots, while a rogue, self-aware AI android revolt uprising takes place outside."
4661,896448,Beneath the Surface,"Horror,Thriller","A young woman survives a great white shark attack, whilst on a family boating vacation, however soon realizes the nightmare is far from over. Those around her can not be trusted, and she must face her demons, if she is to step back in the water."
4662,3603,Black Sheep,"Horror,Comedy",A genetic engineering experiment gone horribly awry turns a large flock of docile sheep into unrelenting killing machines.
4663,595149,Death of Me,Horror,"A couple on holiday on a remote South Pacific island awaken one morning with a hang over and no recollection of what transpired. When playing back a video of the previous night, they see they participated in a local ritual that somehow ends with him murdering her."
4664,458109,Spinning Man,"Thriller,Crime","Evan Birch is a family man and esteemed professor at a distinguished university. When a female student goes missing, police Detective Malloy has reason to be suspicious when crucial evidence makes Evan the prime suspect in her disappearance."
4665,1142085,Tales of the Bizarre: 2023 Summer Special,,
4666,791,The Fog,"Horror,Thriller","Trapped within an eerie mist, the residents of Antonio Bay have become the unwitting victims of a horrifying vengeance. One hundred years earlier, a ship carrying lepers was purposely lured onto the rocky coastline and sank, drowning all aboard. Now they're back – long-dead mariners who've waited a century for their revenge."
4667,72912,Carjacked,"Action,Thriller",A single mom and her child are carjacked by a bank robber who has no intention of letting them go.
4668,1027704,The Secret of Little Rose,"Drama,Thriller","MEP Joanna Warczewska, daughter of an outstanding writer, is at the peak of her life. Her thriving political career and family happiness are instantly destroyed by a terrorist attack in which her beloved husband is killed. Then someone sends her photos and documents undermining her family ties and suggesting that her mother has collaborated with the Security Service in the past."
4669,451184,Wasp Network,"Drama,Thriller","Havana, Cuba, 1990. René González, an airplane pilot, unexpectedly flees the country, leaving behind his wife Olga and his daughter Irma, and begins a new life in Miami, where he becomes a member of an anti-Castro organization."
4670,585244,I Still Believe,"Drama,Romance",The true-life story of Christian music star Jeremy Camp and his journey of love and loss that looks to prove there is always hope.
4671,27064,Mishima: A Life in Four Chapters,Drama,"A fictional account of the life of Japanese author Yukio Mishima, combining dramatizations of three of his novels and a depiction of the events of November 25th, 1970."
4672,505954,T-34,"Action,Drama","In 1944, a courageous group of Russian soldiers managed to escape from German captivity in a half-destroyed legendary T-34 tank. Those were the times of unforgettable bravery, fierce fighting, unbreakable love, and legendary miracles."
4673,234200,Pride,"Drama,Comedy","In 1984, a group of LGBT activists decide to raise money to support the National Union of Mineworkers during their lengthy strike. There is only one problem: the Union seems embarrassed to receive their support."
4674,888479,Game of Love,"Romance,Drama","Follows Vivien and Roy as their love story continues and leads them to Roy’s childhood home in Sicily to prepare for the sale of the family estate. During the visit, a mysterious woman arrives and befriends Vivien, much to Roy’s displeasure. Tensions build and lines are crossed as secrets from Roy’s past force the couple to face aspects of their relationship they did not know existed."
4675,675323,Nights of a Shemale: A Mad Man Trilogy 1/3,"Thriller,Drama,Crime","Ah Fat, a lonely man arrives in a strange country, escaping from his past and seeking salvation. Living in a constant state of psychological turmoil, redemption was never quite in reach. Making friends with Miumiu, a coworker who is a gogo girl and a male gigolo Pumpkin turns Ah Fat's life around; he finds a strange, unique sort of happiness in friendship that had evaded him for a long time. Then comes a turn of events that changes everything; Ah Fat will have to choose between saving his friends by killing the evil shop owner, and standing idly by. This is the final straw; Ah Fat is pushed to the brink, all hell breaks loose..."
4676,587808,Backdraft 2,"Action,Crime,Drama","Years after the original Backdraft, Sean, son of the late Steve ""Bull"" McCaffrey, is assigned to investigate a deadly fire only to realize it is something much more sinister."
4677,319096,Whitney,"Romance,Drama",Chronicles Whitney Houston's rise to fame and turbulent relationship with husband Bobby Brown.
4678,12658,Someone Like You...,"Comedy,Romance","Jane Goodale has everything going for her. She's a producer on a popular daytime talk show, and is in a hot romance with the show's dashing executive producer Ray. But when the relationship goes terribly awry, Jane begins an extensive study of the male animal, including her womanizing roommate Eddie. Jane puts her studies and romantic misadventure to use as a pseudonymous sex columnist -- and becomes a sensation."
4679,11499,Frost/Nixon,Drama,"For three years after being forced from office, Nixon remained silent. But in summer 1977, the steely, cunning former commander-in-chief agreed to sit for one all-inclusive interview to confront the questions of his time in office and the Watergate scandal that ended his presidency. Nixon surprised everyone in selecting Frost as his televised confessor, intending to easily outfox the breezy British showman and secure a place in the hearts and minds of Americans. Likewise, Frost's team harboured doubts about their boss's ability to hold his own. But as the cameras rolled, a charged battle of wits resulted."
4680,919573,The Innocent,"Comedy,Crime,Romance","Sylvie, a nearly sixty-year-old woman, has fallen in love with Michel, a thug she marries in prison. The couple dream of starting again with a clean slate by opening a flower shop. But Sylvie’s son Abel, convinced that Michel will fall into a life of crime, disapproves of this relationship."
4681,475094,The Captain,Drama,"Germany, 1945. Soldier Willi Herold, a deserter of the German army, stumbles into a uniform of Nazi captain abandoned during the last and desperate weeks of the Third Reich. Newly emboldened by the allure of a suit that he has stolen only to stay warm, Willi discovers that many Germans will follow the leader, whoever he is."
4682,681260,Maya the Bee: The Golden Orb,"Adventure,Animation","When Maya, a headstrong little bee, and her best friend Willi, rescue an ant princess they find themselves in the middle of an epic bug battle that will take them to strange new worlds and test their friendship to its limits."
4683,601165,Legacy of Lies,"Thriller,Action",An ex-MI6 agent is thrown back into the world of espionage and high stakes to uncover the shocking truth about operations conducted by unknown secret services.
4684,284293,Still Alice,Drama,"Alice Howland, happily married with three grown children, is a renowned linguistics professor who starts to forget words. When she receives a devastating diagnosis, Alice and her family find their bonds tested."
4685,1169253,8 Years,Documentary,"After eight years of practicing Tae Kwon Do, Lauren Smith achieves her goal of becoming a 3rd Degree Black Belt, Assistant Instructor, and Demonstration Team Member."
4686,970691,Damaged Goods,Drama,"When Amanda discovers that her estranged, abusive father needs a transplant to save his life, and she is the only match, she is forced to confront her painful past and make the decision that will decide her future."
4687,810389,The Visitor from the Future,"Science Fiction,Comedy,Adventure","In a devastated future, the apocalypse threatens the Earth. The last hope lies with a man capable of time travel. His mission: to return to the past and change the course of events. But the time police hunts him down in every era. A race against time begins for the Visitor from the Future..."
4688,744114,My Policeman,"Drama,Romance","In the late 1990s, the arrival of elderly invalid Patrick into Marion and Tom’s home triggers the exploration of seismic events from 40 years previous: the passionate relationship between Tom and Patrick at a time when homosexuality was illegal."
4689,24128,Stop Making Sense,Documentary,"A concert film documenting Talking Heads at the height of their popularity, on tour for their 1983 album ""Speaking in Tongues."" The band takes the stage one by one and is joined by a cadre of guest musicians for a career-spanning and cinematic performance that features creative choreography and visuals."
4690,566872,The Burnt Orange Heresy,"Thriller,Crime","Hired to steal a rare painting from one of the most enigmatic painters of all time, an ambitious art dealer becomes consumed by his own greed and insecurity as the operation spins out of control."
4691,3063,Duck Soup,Comedy,Rufus T. Firefly is named president/dictator of bankrupt Freedonia and declares war on neighboring Sylvania over the love of wealthy Mrs. Teasdale.
4692,627661,Cranston Academy: Monster Zone,"Adventure,Science Fiction,Animation,Horror",An intelligent 15-year-old high school student is unexpectedly transferred to a boarding school where he opens a portal of monsters from another dimension.
4693,390497,Tunnel,"Thriller,Adventure","A man is on his way home when the poorly constructed tunnel he is driving through collapses, leaving him trapped leaving himself for the unexpected whilst emergency services struggle to help."
4694,1969,Bandidas,"Action,Comedy,Crime","Set in the late 19th century. When a ruthless robber baron takes away everything they cherish, a rough-and-tumble, idealistic peasant and a sophisticated heiress embark on a quest for justice, vengeance…and a few good heists."
4695,1136736,Lust Stories 2,"Drama,Romance","Four eminent Indian directors explore sex, desire and love through short films in this sequel to 2018's Emmy-nominated 'Lust Stories'."
4696,579051,Silk Road,"Crime,Thriller","Philosophical twenty-something Ross Ulbricht creates Silk Road, a dark net website that sells drugs, while DEA agent Rick Bowden goes undercover to bring him down."
4697,651610,Pixie,"Comedy,Crime,Thriller","To avenge her mother's death, Pixie masterminds a heist but must flee across Ireland from gangsters, take on the patriarchy, and choose her own destiny."
4698,10836,Dagon,"Horror,Thriller","A boating accident off the coast of Spain sends Paul and his girlfriend Barbara to the decrepit fishing village of Imboca. As night falls, people start to disappear and things not quite human start to appear. Paul is pursued by the entire town. Running for his life, he uncovers Imboca's secret..they worship Dagon, a monstrous god of the sea...and Dagon's unholy offspring are on the loose..."
4699,529962,The Perfection,"Horror,Thriller,Drama","When troubled musical prodigy Charlotte seeks out Elizabeth, the new star pupil of her former school, the encounter sends both musicians down a sinister path with shocking consequences."
4700,952701,Return to Seoul,Drama,"On an impulse to reconnect with her origins, Freddie, 25, returns to South Korea for the first time, where she was born, before being adopted and raised in France. The headstrong young woman starts looking for her biological parents in a country she knows so little about, taking her life in new and unexpected directions."
4701,639798,32 Malasana Street,"Drama,Horror","Malasaña neighborhood, Madrid, Spain, 1976. While political turmoil ravages the streets all over the country, the Olmedo family arrives in the big city and settles into their new apartment. They soon discover that they are not the only ones roaming its corridors."
4702,536743,Queen & Slim,"Drama,Romance,Crime","While on a forgettable first date together in Ohio, a black man and a black woman are pulled over for a minor traffic infraction. The situation escalates, with sudden and tragic results."
4703,459616,The Brand New Adventures of Aladin,Comedy,"After freeing Baghdad from its terrible ruler, Aladin delays his marriage to the princess until a new dictator arrives to take over the city."
4704,1135111,The Roof,Drama,"After being sent to stay with his grandfather, a Cheyenne teen uncovers a connection to his family and community in a way he never thought possible."
4705,694254,Baggio: The Divine Ponytail,Drama,"A chronicle biopic of the 22-year career of soccer star Roberto Baggio, including depictions of his difficult debut as a player, his deep rifts with some of his coaches, his triumph over injuries and personal discovery of Buddism."
4706,377264,Morgan,"Horror,Science Fiction,Thriller",A corporate risk-management consultant must determine whether or not to terminate an artificial being's life that was made in a laboratory environment.
4707,718400,The Vanished,"Thriller,Horror,Crime,Action","A family vacation takes a terrifying turn when parents Paul and Wendy discover their young daughter has vanished without a trace. Stopping at nothing to find her, the search for the truth leads to a shocking revelation."
4708,10518,Marathon Man,Thriller,"A graduate student and obsessive runner in New York is drawn into a mysterious plot involving his brother, a member of the secretive Division."
4709,26317,Man with a Movie Camera,Documentary,"A cameraman wanders around with a camera slung over his shoulder, documenting urban life with dazzling inventiveness."
4710,852438,Final Cut,"Horror,Comedy",Things go badly for a small film crew shooting a low-budget zombie movie when they are attacked by real zombies.
4711,523773,Little Italy,"Comedy,Romance",Former childhood pals Leo and Nikki are attracted to each other as adults—but will their feuding parents' rival pizzerias put a chill on their sizzling romance?
4712,684501,Observation Man,"Drama,Romance","Newly married couple Eun-mi and Seong-soo look ordinary, but they both have their own secrets. Eun-mi enjoys calling her boyfriend to her home while her husband is away on work and Sung-soo enjoys watching his wife have sex with other men through the CCTV in his house. Not being able to get over the excitement he feels by doing that, he tells his wife everything and suggests she has sex with another man again..."
4713,431075,Polaroid,"Horror,Thriller","High school loner Bird Fitcher has no idea what dark secrets are tied to the mysterious Polaroid vintage camera she stumbles upon, but it doesn't take long to discover that those who have their picture taken meet a tragic end. Bird and her friends must survive one more night as they race to solve the mystery of the haunted Polaroid before it kills them all."
4714,353576,The Con Is On,"Comedy,Crime","In an effort to avoid paying off a massive gambling debt to a notorious mobster in England, a couple flees to Los Angeles and hatch a jewel theft plot."
4715,691812,Blood and Money,"Thriller,Crime,Drama,Action",A retired veteran hunting in the Allagash backcountry of Maine discovers a dead woman with a duffle bag full of money. He soon finds himself in a web of deceit and murder.
4716,571625,The Closet,"Horror,Thriller","After moving into a new house, a young girl begins displaying strange and disturbing behavior until, one day, she disappears behind a closet. While the devastated father is left with no clue about his daughter’s disappearance, an exorcist shows up to help."
4717,978415,Horseplay,"Comedy,Drama","In the heat of the summer, Andy leaves the city in order to spend some time at a luxury villa with his best friends. As they party and goof around, their initial consensual horseplay reveals that they each have different personal boundaries."
4718,9681,Casanova,"Adventure,Comedy,Drama,Romance","With a reputation for seducing members of the opposite sex, regardless of their marital status, a notorious womanizer discovers a beauty who seems impervious to his charms. However, as he continues to pursue the indifferent lady, he finds himself falling in love."
4719,4806,Runaway Bride,"Comedy,Romance","Ike Graham, New York columnist, writes his text always at the last minute. This time, a drunken man in his favourite bar tells Ike about Maggie Carpenter, a woman who always flees from her grooms in the last possible moment. Ike, who does not have the best opinion about females anyway, writes an offensive column without researching the subject thoroughly."
4720,543583,Cinderella and the Secret Prince,"Animation,Adventure",Cinderella discovers a secret that could shake their world: an evil witch turned the prince into a mouse and replaced him with a look-alike. Cinderella and her friends must save the real prince and help him defeat the evil witch.
4721,636,THX 1138,"Science Fiction,Action,Drama",People in the future live in a totalitarian society. A technician named THX 1138 lives a mundane life between work and taking a controlled consumption of drugs that the government uses to make puppets out of people. As THX is without drugs for the first time he has feelings for a woman and they start a secret relationship.
4722,937220,Bank of Dave,"Comedy,Drama","The true story of how Dave Fishwick, a working class man and self-made millionaire, fought to set up a community bank so that he could help the local businesses of Burnley not only survive, but thrive. In his bid to help his beloved community, he has to take on the elitist financial institutions of London and fight to receive the first, new banking license to be issued in over 100 years."
4723,459928,12 Feet Deep,"Thriller,Horror",Two sisters are trapped under the fiberglass cover of an Olympic sized public pool and must brave the cold and each other to survive the harrowing night.
